Label,Processed_Text
ham,"  (0, 8026)	0.19609779550499865
  (0, 5617)	0.19862320615452062
  (0, 4106)	0.20413773238337513
  (0, 3665)	0.35212453960767903
  (0, 7174)	0.23432812100613645
  (0, 3737)	0.13295595773165125
  (0, 6401)	0.14375695513785242
  (0, 4437)	0.16927843735897105
  (0, 7814)	0.10705264011372978
  (0, 322)	0.1940324803916448
  (0, 7323)	0.22029038971636866"
ham,"  (0, 1555)	0.7906140649807876
  (0, 3563)	0.43297193919153404
  (0, 4633)	0.43297193919153404"
ham,"  (0, 4904)	0.4807287356590002
  (0, 6591)	0.4807287356590002
  (0, 3563)	0.32251427166804586
  (0, 4633)	0.32251427166804586
  (0, 4320)	0.3212401049797403
  (0, 6910)	0.47599753099870534"
ham,"  (0, 4032)	0.23629685456067878
  (0, 1964)	0.25800148378590465
  (0, 1032)	0.23629685456067878
  (0, 464)	0.22632506162381083
  (0, 4947)	0.2326086954082774
  (0, 3875)	0.25101415384919107
  (0, 3461)	0.20462043239858496
  (0, 1420)	0.2326086954082774
  (0, 7600)	0.19597006595391858
  (0, 5963)	0.20921105058142764
  (0, 4155)	0.2670097188223169
  (0, 8238)	0.2006175654620258
  (0, 2535)	0.1938817482104272
  (0, 4225)	0.38384807641954266
  (0, 2840)	0.18834148846927498
  (0, 4610)	0.1395065447229073
  (0, 2359)	0.29562216721414514
  (0, 8292)	0.1909892475699036"
ham,"  (0, 1872)	0.6597437876202745
  (0, 5921)	0.5825772606524271
  (0, 8093)	0.4747018749353833"
ham,"  (0, 1004)	0.3257570714091326
  (0, 4676)	0.3257570714091326
  (0, 3288)	0.2160512484640691
  (0, 2211)	0.2797620982382004
  (0, 5862)	0.266907961134314
  (0, 1771)	0.29927699988358747
  (0, 1772)	0.5985539997671749
  (0, 6562)	0.251418112275456
  (0, 6224)	0.2837871510247295"
ham,"  (0, 3572)	0.5054096607798243
  (0, 8317)	0.43739473105982785
  (0, 4566)	0.44997629845351655
  (0, 5741)	0.5922569162632007"
ham,"  (0, 3277)	0.6045718184309862
  (0, 5921)	0.5629978446564463
  (0, 2641)	0.4180833391307007
  (0, 4589)	0.37779976814785104"
ham,"  (0, 2120)	0.4166988588762363
  (0, 989)	0.7479086555865131
  (0, 1321)	0.2859234174468987
  (0, 6004)	0.3520288798534788
  (0, 4566)	0.24762506136215065"
ham,"  (0, 3635)	0.763582686018289
  (0, 7566)	0.6457100600215975"
spam,"  (0, 7620)	0.25423954003122756
  (0, 18)	0.22815991516569606
  (0, 436)	0.23451106541419203
  (0, 184)	0.25423954003122756
  (0, 7350)	0.24269912218383258
  (0, 2767)	0.24269912218383258
  (0, 1984)	0.23451106541419203
  (0, 3191)	0.25423954003122756
  (0, 3831)	0.25423954003122756
  (0, 7173)	0.25423954003122756
  (0, 4735)	0.25423954003122756
  (0, 0)	0.20571870577060697
  (0, 1775)	0.18599023115357144
  (0, 15)	0.1988547097104043
  (0, 2689)	0.165622130236835
  (0, 609)	0.1812355089800108
  (0, 3737)	0.13770559885015884
  (0, 2000)	0.14044206199348358
  (0, 5894)	0.29504101650802544
  (0, 6115)	0.1727750848448728"
ham,"  (0, 3137)	0.7528918042128518
  (0, 2095)	0.35825180338882856
  (0, 3463)	0.37943419264125067
  (0, 7443)	0.401047715331295"
ham,"  (0, 7505)	0.7730056660724918
  (0, 6912)	0.6343991174488057"
ham,"  (0, 2521)	0.7781498952143439
  (0, 2095)	0.40141983992274344
  (0, 7557)	0.4830578150638956"
ham,"  (0, 5633)	0.39541806037087107
  (0, 5648)	0.44088697387989656
  (0, 5708)	0.40520865520929833
  (0, 4857)	0.41891041633364395
  (0, 6291)	0.4252889221008088
  (0, 6536)	0.3587653486117949"
ham,"  (0, 6253)	0.7868682042849794
  (0, 6756)	0.6171210813813863"
ham,"  (0, 3588)	0.5896123310406761
  (0, 4058)	0.807686386591219"
spam,"  (0, 36)	0.27042001677683775
  (0, 5335)	0.27042001677683775
  (0, 2299)	0.26129672688154615
  (0, 67)	0.27042001677683775
  (0, 1773)	0.27042001677683775
  (0, 1327)	0.5408400335536755
  (0, 5398)	0.21359777227238982
  (0, 399)	0.20193608010584735
  (0, 5390)	0.21733303728171977
  (0, 368)	0.17995423530593416
  (0, 4531)	0.18672733178198195
  (0, 3463)	0.14276364218215562
  (0, 7814)	0.12354119774980601
  (0, 1835)	0.1666916864222628
  (0, 2000)	0.1564832390769209
  (0, 6910)	0.1934285978796822
  (0, 7701)	0.14314344430826445"
ham,"  (0, 4024)	0.5650465805585357
  (0, 1420)	0.5562272430286538
  (0, 5448)	0.5131452272848914
  (0, 8005)	0.3286572555514125"
ham,"  (0, 5166)	0.25728382219055623
  (0, 7797)	0.2456052185670239
  (0, 3669)	0.25728382219055623
  (0, 7437)	0.25728382219055623
  (0, 2639)	0.2081819960430041
  (0, 8239)	0.25728382219055623
  (0, 4107)	0.25728382219055623
  (0, 4102)	0.25728382219055623
  (0, 7419)	0.25728382219055623
  (0, 2678)	0.25728382219055623
  (0, 1780)	0.2456052185670239
  (0, 972)	0.22564051380537736
  (0, 2999)	0.2456052185670239
  (0, 6435)	0.17833946028409015
  (0, 6297)	0.18955720638698856
  (0, 2221)	0.1532786237762083
  (0, 2840)	0.17324332853785485
  (0, 4320)	0.11856172183646872
  (0, 4610)	0.1283231769964179
  (0, 7814)	0.11220457433967566
  (0, 8292)	0.17567883334079226"
ham,"  (0, 2559)	0.6169786968570886
  (0, 4360)	0.5304492299059855
  (0, 8153)	0.493220255974129
  (0, 4610)	0.307725009080332"
spam,"  (0, 5723)	0.41018757214528767
  (0, 292)	0.41018757214528767
  (0, 2139)	0.41018757214528767
  (0, 2397)	0.30928972531877563
  (0, 5633)	0.2202982881149184
  (0, 3041)	0.3176620385999559
  (0, 4372)	0.27875362176555885
  (0, 2865)	0.32790892191496074
  (0, 6558)	0.25477437773883"
ham,"  (0, 5280)	0.29272158697776307
  (0, 4025)	0.29272158697776307
  (0, 6831)	0.2567197918828661
  (0, 4114)	0.2700069832704097
  (0, 2639)	0.23685657241508198
  (0, 6813)	0.2700069832704097
  (0, 6942)	0.2626945141727799
  (0, 1812)	0.1752887893732621
  (0, 4650)	0.20290358480624593
  (0, 7505)	0.22895363245733644
  (0, 6559)	0.21894620063968206
  (0, 1850)	0.21894620063968206
  (0, 8181)	0.20085477732018497
  (0, 4545)	0.2340051881755126
  (0, 5688)	0.24343260049532256
  (0, 7268)	0.24729237956305616
  (0, 2204)	0.1929518373624394
  (0, 3494)	0.13737178325731025"
ham,"  (0, 2504)	0.32007924120243714
  (0, 6078)	0.31328799092769144
  (0, 887)	0.3072976836483311
  (0, 1203)	0.26420510658425217
  (0, 4320)	0.20935022108994936
  (0, 4972)	0.6970812898267226
  (0, 6536)	0.22137267755072837
  (0, 2651)	0.23750369956710235"
ham,"  (0, 8259)	0.7011066139521829
  (0, 5278)	0.521048657647536
  (0, 7443)	0.48678312649084865"
ham,"  (0, 3198)	0.311184469397663
  (0, 3597)	0.3220496117173155
  (0, 6779)	0.27297844640010815
  (0, 3123)	0.2588270687361252
  (0, 4473)	0.20418000456341717
  (0, 3645)	0.5846219490999012
  (0, 4998)	0.19948554317345313
  (0, 1052)	0.405098966215357
  (0, 3076)	0.21084439031604765
  (0, 2401)	0.1615929483742422"
ham,"  (0, 5053)	0.6810184763992656
  (0, 4394)	0.5716531008678111
  (0, 4610)	0.4576314751752104"
ham,"  (0, 5533)	0.6060729946545088
  (0, 5498)	0.6060729946545088
  (0, 4708)	0.42948048591367766
  (0, 3494)	0.28442496817330004"
ham,"  (0, 1318)	0.3502111859451944
  (0, 1830)	0.3502111859451944
  (0, 7612)	0.3502111859451944
  (0, 1991)	0.3502111859451944
  (0, 1506)	0.2912419975492479
  (0, 3539)	0.3010950861600335
  (0, 7609)	0.287111210057436
  (0, 7446)	0.2599355296275821
  (0, 6445)	0.2833744582380289
  (0, 6138)	0.2833744582380289
  (0, 7814)	0.1527313171633063"
ham,"  (0, 5278)	0.6914239965593226
  (0, 4914)	0.7224492071986334"
ham,"  (0, 3252)	0.4101614705635927
  (0, 4443)	0.3690633034156814
  (0, 6722)	0.3993512385869839
  (0, 4225)	0.36341216061317977
  (0, 1783)	0.37315403716445683
  (0, 4645)	0.35200602289766836
  (0, 8134)	0.3753103519570856"
ham,"  (0, 6464)	0.623755812613169
  (0, 7600)	0.4869744030863809
  (0, 8073)	0.47692025560224244
  (0, 8071)	0.3825332492297106"
ham,"  (0, 2517)	0.6364953300228654
  (0, 6320)	0.6076035924690718
  (0, 3476)	0.29777449438663317
  (0, 6098)	0.37016471978100085"
ham,"  (0, 5147)	0.5259059272688875
  (0, 4541)	0.44428745253597685
  (0, 3605)	0.38472916119089723
  (0, 8209)	0.3626689778030661
  (0, 1099)	0.4373529428176222
  (0, 5343)	0.23496532437774137"
ham,"  (0, 8302)	0.9246178815571745
  (0, 5144)	0.18423350348787274
  (0, 4610)	0.1808685028576932
  (0, 4914)	0.21604261873335864
  (0, 8005)	0.1781907990389962"
ham,"  (0, 6874)	0.7396082024639784
  (0, 3265)	0.6730376711953074"
ham,"  (0, 7107)	0.3993968362672776
  (0, 1289)	0.30866299966724536
  (0, 4520)	0.3386703386252108
  (0, 3677)	0.3213808587421216
  (0, 6102)	0.33532597456510144
  (0, 7494)	0.30866299966724536
  (0, 6859)	0.350360440777764
  (0, 7498)	0.30866299966724536
  (0, 8202)	0.2453436887139305
  (0, 4485)	0.2032016170871263"
ham,"  (0, 3891)	0.41849572786186817
  (0, 3596)	0.5032305999848773
  (0, 6704)	0.4022886472465148
  (0, 1955)	0.37944605007729615
  (0, 5269)	0.36814090995933063
  (0, 865)	0.3609391898808562"
ham,"  (0, 4847)	0.2828526869289132
  (0, 7886)	0.2828526869289132
  (0, 2179)	0.2700134637458587
  (0, 5044)	0.2828526869289132
  (0, 2555)	0.2828526869289132
  (0, 7203)	0.22358128373494035
  (0, 3243)	0.23895509292168712
  (0, 6591)	0.195057498914461
  (0, 3482)	0.2318891585172445
  (0, 4599)	0.21327664655557807
  (0, 4708)	0.20043742337252354
  (0, 2413)	0.15538823261673773
  (0, 4394)	0.17622584821944798
  (0, 2095)	0.1345910323616844
  (0, 7557)	0.161963220433604
  (0, 4577)	0.195057498914461
  (0, 7495)	0.20692232458356266
  (0, 7665)	0.1809256301055758
  (0, 7814)	0.12335546427861327
  (0, 6184)	0.19408310140050813
  (0, 7404)	0.19710113833057694
  (0, 3494)	0.1327403913176319"
ham,"  (0, 2935)	0.3388220955201588
  (0, 3226)	0.3234423140835171
  (0, 6188)	0.3388220955201588
  (0, 5368)	0.2777741709661225
  (0, 3692)	0.44315024128546093
  (0, 6185)	0.31253018549570233
  (0, 1686)	0.2650113725027051
  (0, 1400)	0.27085849403460405
  (0, 4486)	0.2862382754712458
  (0, 6864)	0.20918359308672704
  (0, 4485)	0.15900636488459166"
ham,"  (0, 4733)	0.31588718805971083
  (0, 3056)	0.5425715681680957
  (0, 4183)	0.5503777692800383
  (0, 4203)	0.5503777692800383"
spam,"  (0, 5226)	0.31601910258532256
  (0, 3898)	0.31601910258532256
  (0, 31)	0.31601910258532256
  (0, 595)	0.2970875666455531
  (0, 738)	0.2970875666455531
  (0, 7705)	0.28461768270870663
  (0, 4628)	0.2796689208593663
  (0, 7010)	0.22715151563439562
  (0, 5323)	0.22604514504826445
  (0, 3737)	0.1793067868479524
  (0, 297)	0.22096038061581477
  (0, 5176)	0.17521721476506663
  (0, 4951)	0.1766265352313855
  (0, 2342)	0.20561816337147648
  (0, 8218)	0.22096038061581477
  (0, 7701)	0.16728074848320337"
ham,"  (0, 6529)	0.3098844734695977
  (0, 2783)	0.345305554398168
  (0, 1017)	0.345305554398168
  (0, 7391)	0.345305554398168
  (0, 501)	0.345305554398168
  (0, 6159)	0.3185105410645658
  (0, 4051)	0.3028364630580851
  (0, 8337)	0.29171552773096354
  (0, 3737)	0.18703034212870795
  (0, 6499)	0.2603673717180021
  (0, 607)	0.21447506878729708"
spam,"  (0, 7962)	0.2737910709670558
  (0, 775)	0.2622990286831813
  (0, 1252)	0.4823121033761128
  (0, 695)	0.2737910709670558
  (0, 6345)	0.2264428749439127
  (0, 452)	0.2340642322149546
  (0, 7170)	0.2340642322149546
  (0, 3735)	0.2438898706513595
  (0, 5225)	0.3850377069789093
  (0, 6807)	0.1912767346484666
  (0, 8202)	0.1728675766166448
  (0, 363)	0.19315727401742613
  (0, 6536)	0.14866394080713313
  (0, 8146)	0.18365537737742468
  (0, 3265)	0.14302572384637413"
ham,"  (0, 2095)	0.695653993109564
  (0, 8005)	0.7183770053883397"
ham,"  (0, 2548)	0.4508501498750147
  (0, 2864)	0.4508501498750147
  (0, 6704)	0.4559611254475071
  (0, 4530)	0.3974531153610577
  (0, 5678)	0.3521380670336003
  (0, 8043)	0.32186571676962694"
ham,"  (0, 4889)	0.29990807880632675
  (0, 7441)	0.2781173534069003
  (0, 8027)	0.3109192617407184
  (0, 7693)	0.3094048896050501
  (0, 7452)	0.2919119251354215
  (0, 3600)	0.32707368683036525
  (0, 2641)	0.260590849961355
  (0, 6812)	0.3476419988812009
  (0, 3595)	0.3666493354864977
  (0, 7566)	0.28231211389679084
  (0, 3494)	0.21264883018581093"
ham,"  (0, 3009)	0.515908967192434
  (0, 5655)	0.5440686350910132
  (0, 3046)	0.47173936517261106
  (0, 5176)	0.32835046642400256
  (0, 2654)	0.3278341050383867"
ham,"  (0, 7693)	0.5011939317866899
  (0, 4177)	0.4800076011861446
  (0, 5176)	0.38849675256712995
  (0, 8031)	0.49881196824054647
  (0, 3494)	0.34446224630357997"
ham,"  (0, 929)	0.3517748445365958
  (0, 1713)	0.33446381195489383
  (0, 8166)	0.2448032697643086
  (0, 7983)	0.27024834112811735
  (0, 6574)	0.27185963648816325
  (0, 6494)	0.2875593737098194
  (0, 961)	0.26719745356957664
  (0, 4177)	0.24939848128156503
  (0, 3476)	0.17841723657945924
  (0, 3645)	0.22029301532450216
  (0, 7461)	0.24658245468239817
  (0, 4320)	0.17574240001759858
  (0, 4610)	0.1902116699548201
  (0, 3128)	0.24309527162318398
  (0, 3458)	0.27185963648816325"
ham,"  (0, 2101)	0.7919949087937501
  (0, 8005)	0.6105276934298555"
ham,"  (0, 1955)	0.5000517976734968
  (0, 3066)	0.6117193855219226
  (0, 6859)	0.5366148503999131
  (0, 5343)	0.29629730905032614"
ham,"  (0, 3009)	0.6331556587023246
  (0, 5793)	0.6545761229970024
  (0, 2532)	0.4130908024338457"
spam,"  (0, 20)	0.5493155639803288
  (0, 629)	0.5164080996634823
  (0, 3273)	0.478542793380324
  (0, 53)	0.4500798603300096"
spam,"  (0, 6564)	0.21942536219320194
  (0, 2174)	0.23340797067918287
  (0, 1152)	0.45106674789436846
  (0, 5421)	0.23340797067918287
  (0, 4053)	0.23340797067918287
  (0, 5298)	0.20656015647724155
  (0, 6898)	0.20656015647724155
  (0, 5979)	0.21942536219320194
  (0, 3352)	0.18014341522767005
  (0, 7372)	0.19784326046426834
  (0, 1888)	0.16250570978337397
  (0, 3353)	0.37185497499943426
  (0, 1900)	0.18288295637795163
  (0, 1734)	0.1500715770197834
  (0, 7731)	0.14641648006146826
  (0, 8010)	0.20333613247129623
  (0, 5862)	0.19124203596561404
  (0, 7028)	0.19546153573929756
  (0, 8146)	0.14718758927174647"
ham,"  (0, 5122)	0.20238701182327862
  (0, 5609)	0.21125414377285745
  (0, 596)	0.20238701182327862
  (0, 639)	0.21125414377285745
  (0, 688)	0.21125414377285745
  (0, 718)	0.21125414377285745
  (0, 8208)	0.21125414377285745
  (0, 532)	0.20644938092651122
  (0, 4613)	0.1806013570485331
  (0, 7124)	0.19576406361579116
  (0, 386)	0.15850867081936226
  (0, 3290)	0.1710376232615066
  (0, 2413)	0.12932032944588234
  (0, 6795)	0.1599731161702067
  (0, 3476)	0.11012888905127871
  (0, 4998)	0.13919471400195532
  (0, 6807)	0.14758700004023143
  (0, 461)	0.16317136736435278
  (0, 7814)	0.6159682368795429
  (0, 8227)	0.15923072242709302"
spam,"  (0, 374)	0.2824451684964936
  (0, 6155)	0.27479584201838175
  (0, 5873)	0.2824451684964936
  (0, 8086)	0.2371355824258707
  (0, 7364)	0.27479584201838175
  (0, 3790)	0.2824451684964936
  (0, 699)	0.2824451684964936
  (0, 5984)	0.27479584201838175
  (0, 4546)	0.2510348637142416
  (0, 608)	0.1994753228333596
  (0, 53)	0.23950064740560195
  (0, 3712)	0.3839573815946434
  (0, 1)	0.2157396691014618
  (0, 7388)	0.15291905953695797
  (0, 3265)	0.14355060621893723"
spam,"  (0, 2290)	0.2833682098161088
  (0, 247)	0.2833682098161088
  (0, 1009)	0.25430059661198784
  (0, 5272)	0.229288258516923
  (0, 308)	0.2613794092780601
  (0, 7949)	0.21547860523121798
  (0, 349)	0.21195017956095732
  (0, 7870)	0.24362664293352357
  (0, 1595)	0.19167656070077138
  (0, 5718)	0.19443683422827868
  (0, 1477)	0.19080737938507605
  (0, 1690)	0.19443683422827868
  (0, 4372)	0.192570229191354
  (0, 355)	0.192570229191354
  (0, 2135)	0.22398877948887988
  (0, 368)	0.1800111784127825
  (0, 2223)	0.192570229191354
  (0, 1835)	0.1667444328468998
  (0, 4952)	0.22398877948887988
  (0, 6522)	0.19746037178529482
  (0, 1674)	0.20877521864487925"
ham,"  (0, 4397)	0.6937375365237352
  (0, 5338)	0.7202279017213783"
ham,"  (0, 1232)	0.48524222112374604
  (0, 7747)	0.48524222112374604
  (0, 8166)	0.34708433216412937
  (0, 6532)	0.432248071956623
  (0, 3588)	0.36408800377643685
  (0, 3534)	0.29868707678746087"
ham,"  (0, 6123)	0.4456880655724953
  (0, 2413)	0.25648602794439335
  (0, 3737)	0.7586398510771096
  (0, 4859)	0.33486741630604844
  (0, 3265)	0.21887543381971344"
ham,"  (0, 6793)	0.290252560477473
  (0, 3218)	0.28046017053663536
  (0, 3031)	0.290252560477473
  (0, 3029)	0.2614114478762017
  (0, 1686)	0.23781745948273705
  (0, 3780)	0.2354690159562411
  (0, 1400)	0.2430645836905437
  (0, 1769)	0.2076146080949215
  (0, 6494)	0.2292629852379167
  (0, 7415)	0.19883838107852236
  (0, 4320)	0.14011446311456102
  (0, 4457)	0.17935044032347183
  (0, 4610)	0.4549512128747792
  (0, 4226)	0.12719704242663046
  (0, 2654)	0.32135568452811547"
ham,"  (0, 7548)	0.47571338517418815
  (0, 1437)	0.5554218406908086
  (0, 7452)	0.4856537615434846
  (0, 2738)	0.47889850485088464"
ham,"  (0, 3782)	0.319642763140175
  (0, 3359)	0.33955110351688955
  (0, 3115)	0.33955110351688955
  (0, 2275)	0.33182835546813183
  (0, 3358)	0.33182835546813183
  (0, 3130)	0.31465372769759115
  (0, 3456)	0.2514704432213969
  (0, 3619)	0.2990776988498229
  (0, 2097)	0.27876401716041765
  (0, 4320)	0.17435761209265574
  (0, 1052)	0.22716549445690876
  (0, 4610)	0.18871286930278466"
ham,"  (0, 7209)	0.5571549395247277
  (0, 7182)	0.4830859573998644
  (0, 7693)	0.4337888090885529
  (0, 4566)	0.37752322051231246
  (0, 8329)	0.3542736487657533"
ham,"  (0, 7621)	0.600008898353747
  (0, 1193)	0.5797661101730437
  (0, 1057)	0.5512355026584745"
ham,"  (0, 7286)	0.5818275376865628
  (0, 4431)	0.406478089822858
  (0, 6663)	0.5182851376656082
  (0, 8317)	0.37450206191891316
  (0, 4539)	0.29560277498185983"
ham,"  (0, 5630)	0.48683010056597303
  (0, 3002)	0.43269045315281
  (0, 8224)	0.3677782152754238
  (0, 1912)	0.335278361565454
  (0, 4397)	0.279790693740059
  (0, 1498)	0.34514886328284416
  (0, 7388)	0.26357541015524744
  (0, 3265)	0.24742769166093628"
ham,"  (0, 1813)	0.2869782817815287
  (0, 7825)	0.2869782817815287
  (0, 4100)	0.2869782817815287
  (0, 4751)	0.2869782817815287
  (0, 4108)	0.2869782817815287
  (0, 4037)	0.2869782817815287
  (0, 2537)	0.27395178997588937
  (0, 4316)	0.22684236569012023
  (0, 3670)	0.27395178997588937
  (0, 4596)	0.2244614779819343
  (0, 600)	0.23527141636016366
  (0, 3881)	0.21465039565716398
  (0, 3938)	0.18916605134785736
  (0, 3085)	0.2244614779819343
  (0, 7416)	0.2575403511886013"
spam,"  (0, 741)	0.3016216546164308
  (0, 3000)	0.29144570008997983
  (0, 5896)	0.3016216546164308
  (0, 2957)	0.27165084543747303
  (0, 3196)	0.3016216546164308
  (0, 4072)	0.24975405228263436
  (0, 7927)	0.24026495862654818
  (0, 5021)	0.2471326885380786
  (0, 7731)	0.18920682464590938
  (0, 7814)	0.13779564443020859
  (0, 8274)	0.17723494008531027
  (0, 8202)	0.17903087011945837
  (0, 6864)	0.1950712653173048
  (0, 4951)	0.16857964398299044
  (0, 8157)	0.24026495862654818
  (0, 8146)	0.3804065823970362"
ham,"  (0, 1321)	0.5743577853228845
  (0, 3428)	0.5832891811768692
  (0, 6184)	0.5743577853228845"
ham,"  (0, 3373)	0.8073892992099135
  (0, 4998)	0.5900190840314616"
ham,"  (0, 3025)	0.3646688001550046
  (0, 4429)	0.3820089136742832
  (0, 2496)	0.3646688001550046
  (0, 3085)	0.2987901552455452
  (0, 8232)	0.27573944059143624
  (0, 4177)	0.24981744771996925
  (0, 7982)	0.24185860097701645
  (0, 1310)	0.2258849290002768
  (0, 2095)	0.18177297384383345
  (0, 1498)	0.24981744771996925
  (0, 3807)	0.2098607956819768
  (0, 4610)	0.19053120801092366
  (0, 1031)	0.27399364790814634"
ham,"  (0, 1090)	0.38962055051970157
  (0, 1510)	0.40046618330517686
  (0, 4596)	0.33957709624206595
  (0, 5633)	0.2331708347517282
  (0, 1824)	0.3273622507456422
  (0, 919)	0.31544835876157423
  (0, 8007)	0.30948941548838216
  (0, 7353)	0.229430232856516
  (0, 4822)	0.25425831818610756
  (0, 3732)	0.23850825859429878
  (0, 3494)	0.20374567008804453"
ham,"  (0, 5391)	1.0"
ham,"  (0, 4431)	0.5877774408574784
  (0, 7497)	0.44905395839025697
  (0, 4320)	0.4320219485042298
  (0, 8071)	0.5159702108491182"
ham,"  (0, 3754)	1.0"
ham,"  (0, 7628)	0.33119736766973806
  (0, 3792)	0.33119736766973806
  (0, 6989)	0.33119736766973806
  (0, 955)	0.33119736766973806
  (0, 4074)	0.33119736766973806
  (0, 3218)	0.3054971211207597
  (0, 2954)	0.2715232431621331
  (0, 990)	0.28474790057134797
  (0, 8319)	0.23754936520350656
  (0, 6930)	0.2754297601398783
  (0, 3563)	0.1532279790216209
  (0, 4633)	0.1532279790216209
  (0, 4485)	0.15542814411693934"
ham,"  (0, 8027)	0.5680391521011635
  (0, 5015)	0.6099281478710904
  (0, 8003)	0.5525569437756913"
ham,"  (0, 7410)	0.5056833862465707
  (0, 8393)	0.4674211077304861
  (0, 6465)	0.5227289349810028
  (0, 4589)	0.38107821159986477
  (0, 5343)	0.32762124183221397"
ham,"  (0, 2009)	0.6649564103554869
  (0, 2532)	0.5495371960067853
  (0, 7388)	0.505808108408856"
ham,"  (0, 4432)	0.6461053043935198
  (0, 3563)	0.3694229010183048
  (0, 4633)	0.3694229010183048
  (0, 1723)	0.5564183462476742"
ham,"  (0, 3456)	0.39293166723555045
  (0, 1519)	0.5453297903221898
  (0, 6756)	0.3706620288678495
  (0, 5832)	0.4783763123718605
  (0, 2413)	0.3247856225358796
  (0, 3476)	0.2765866739047599"
spam,"  (0, 496)	0.28140023693741306
  (0, 611)	0.29478090468516815
  (0, 326)	0.29478090468516815
  (0, 1119)	0.25343874055582905
  (0, 6063)	0.23852287567178956
  (0, 7000)	0.25343874055582905
  (0, 6024)	0.2585258343368034
  (0, 111)	0.25343874055582905
  (0, 4773)	0.2356514317361937
  (0, 2842)	0.24166818663304807
  (0, 5279)	0.2305643379552194
  (0, 7936)	0.2585258343368034
  (0, 7539)	0.2156484730711799
  (0, 2065)	0.2032832942827295
  (0, 2000)	0.16283713416569492
  (0, 6522)	0.20541311628468323
  (0, 6115)	0.20032602250370893"
ham,"  (0, 2416)	0.6568525300033808
  (0, 5188)	0.440964136523882
  (0, 4610)	0.3551732552410916
  (0, 2401)	0.34109265534934774
  (0, 7538)	0.3627714753892347"
ham,"  (0, 6518)	0.3252843243068512
  (0, 5483)	0.3252843243068512
  (0, 4580)	0.2796641443343469
  (0, 6180)	0.2852776418062986
  (0, 997)	0.2796641443343469
  (0, 2538)	0.25712142810811056
  (0, 4443)	0.2266689112912196
  (0, 5219)	0.23965746183379422
  (0, 5414)	0.24956010531299552
  (0, 6459)	0.2852776418062986
  (0, 1461)	0.21355917710356898
  (0, 3701)	0.2544227380030617
  (0, 1498)	0.21272199881424617
  (0, 8390)	0.18356115169927203
  (0, 2738)	0.20663861544554005"
ham,"  (0, 987)	0.5002420609816273
  (0, 6335)	0.6757615710179741
  (0, 1203)	0.426062241306194
  (0, 4539)	0.33402866058665653"
ham,"  (0, 1424)	0.6587934019379397
  (0, 3836)	0.4951523075563126
  (0, 8111)	0.5664057255048676"
ham,"  (0, 5531)	0.42340443279982154
  (0, 2094)	0.4041852976788682
  (0, 8000)	0.2663112887387496
  (0, 5921)	0.3278975873696385
  (0, 6253)	0.33847464068030986
  (0, 4822)	0.24796190681817046
  (0, 2359)	0.4474973202583465
  (0, 8390)	0.2389312964432799
  (0, 3463)	0.21338274400275986"
ham,"  (0, 7379)	0.31128827533079434
  (0, 7677)	0.31128827533079434
  (0, 7998)	0.31128827533079434
  (0, 4776)	0.2410713411346841
  (0, 7401)	0.24884762411166797
  (0, 6435)	0.2157733142433735
  (0, 4747)	0.24347565929184095
  (0, 3938)	0.2051903492823865
  (0, 1331)	0.25887299652155743
  (0, 7485)	0.2518798654007547
  (0, 3413)	0.3982286890762776
  (0, 5558)	0.219320318082169
  (0, 8005)	0.15295994512940916
  (0, 7634)	0.2367095569282092
  (0, 7701)	0.15729702264149636"
ham,"  (0, 1916)	0.8557624042112657
  (0, 8329)	0.517369024525584"
ham,"  (0, 4163)	0.4775865523592047
  (0, 2921)	0.3949948826628557
  (0, 3941)	0.3146803294817102
  (0, 3737)	0.2882466981443506
  (0, 8220)	0.3003125462038339
  (0, 4320)	0.24523805098684673
  (0, 2654)	0.28122950334821306
  (0, 3789)	0.26891410113933223
  (0, 8292)	0.36338148620651106"
ham,"  (0, 6682)	0.4650094422136295
  (0, 7197)	0.4493211954783155
  (0, 8224)	0.3394419267960624
  (0, 4464)	0.32655087159708873
  (0, 4824)	0.3185561034289684
  (0, 8220)	0.27488706176231065
  (0, 959)	0.3615532686824355
  (0, 3494)	0.2286016944100538"
ham,"  (0, 1858)	0.5906576750712235
  (0, 8251)	0.477932474445962
  (0, 2952)	0.477932474445962
  (0, 3463)	0.29767320724432744
  (0, 8071)	0.32507733281213635"
ham,"  (0, 6671)	0.6628210200012686
  (0, 519)	0.594829536251342
  (0, 8027)	0.45480338416451027"
ham,"  (0, 3084)	0.7442477762721982
  (0, 2575)	0.6679036214259422"
ham,"  (0, 2740)	0.4761740978052561
  (0, 7548)	0.4357261889581953
  (0, 2392)	0.4589247484651312
  (0, 4589)	0.35884029125158284
  (0, 5343)	0.308502817166361
  (0, 8026)	0.38580908394752905"
ham,"  (0, 5900)	0.49211927447167436
  (0, 4397)	0.38206697804567574
  (0, 7557)	0.41268578543751105
  (0, 4539)	0.32860479940068044
  (0, 3463)	0.3632179562988806
  (0, 7566)	0.4490272692289921"
ham,"  (0, 2750)	0.40557630146241397
  (0, 6393)	0.2967014102139254
  (0, 2235)	0.35569451771236477
  (0, 5900)	0.2769360734186328
  (0, 3472)	0.30840797494775607
  (0, 4394)	0.25268640195340664
  (0, 5196)	0.2248814178336848
  (0, 4726)	0.26223472961677263
  (0, 8007)	0.2891164270386208
